id_hotel,name_hotel,Location_place,Location_time
h65728,The Marlton Hotel,Brooklyn Bridge,36
h73624,Hilton Garden Inn New York/Manhattan-Midtown East,Trump Tower,12
h73624,Hilton Garden Inn New York/Manhattan-Midtown East,Rockefeller Center,14
h73624,Hilton Garden Inn New York/Manhattan-Midtown East,Grand Central Terminal,14
h73624,Hilton Garden Inn New York/Manhattan-Midtown East,5th Avenue,18
h73624,Hilton Garden Inn New York/Manhattan-Midtown East,Broadway,18
h15411,Fairfield Inn & Suites New York Manhattan / Central Park,Manhattan Cruise Terminal,10
h15411,Fairfield Inn & Suites New York Manhattan / Central Park,Museum of Modern Art,12
h15411,Fairfield Inn & Suites New York Manhattan / Central Park,Times Square,12
h15411,Fairfield Inn & Suites New York Manhattan / Central Park,Broadway,24
h15411,Fairfield Inn & Suites New York Manhattan / Central Park,Central Park,42
h05358,Pod 51,Rockefeller Center,14
h05358,Pod 51,Trump Tower,14
h05358,Pod 51,Grand Central Terminal,14
h05358,Pod 51,5th Avenue,18
h05358,Pod 51,Broadway,18
h32999,"InterContinental New York Times Square, an IHG Hotel",Al Hirschfeld Theatre,2
h32999,"InterContinental New York Times Square, an IHG Hotel",Times Square,4
h32999,"InterContinental New York Times Square, an IHG Hotel",Broadway,5
h32999,"InterContinental New York Times Square, an IHG Hotel",Bryant Park,9
h32999,"InterContinental New York Times Square, an IHG Hotel",Empire State Building,16
h89590,Truss Hotel Times Square ,Madison Square Garden,9
h89590,Truss Hotel Times Square ,Times Square,9
h89590,Truss Hotel Times Square ,Broadway,11
h89590,Truss Hotel Times Square ,Bryant Park,13
h89590,Truss Hotel Times Square ,Empire State Building,14
h85349,W New York - Times Square,Broadway,5
h85349,W New York - Times Square,Times Square,6
h85349,W New York - Times Square,Rockefeller Center,7
h85349,W New York - Times Square,Bryant Park,8
h85349,W New York - Times Square,Empire State Building,15
h34880,The Kitano Hotel New York,Grand Central Terminal,5
h34880,The Kitano Hotel New York,Bryant Park,10
h34880,The Kitano Hotel New York,Empire State Building,10
h34880,The Kitano Hotel New York,Broadway,14
h34880,The Kitano Hotel New York,Times Square,15
h53215,Pod 39,Grand Central Terminal,6
h53215,Pod 39,Bryant Park,12
h53215,Pod 39,Empire State Building,14
h53215,Pod 39,Broadway,16
h53215,Pod 39,Times Square,17
h01683,NH Collection New York Madison Avenue,Grand Central Terminal,6
h01683,NH Collection New York Madison Avenue,Bryant Park,9
h01683,NH Collection New York Madison Avenue,Empire State Building,9
h01683,NH Collection New York Madison Avenue,Broadway,12
h01683,NH Collection New York Madison Avenue,Times Square,13
h65214,Courtyard by Marriott New York Manhattan / Chelsea,Empire State Building,7
h65214,Courtyard by Marriott New York Manhattan / Chelsea,Madison Square Garden,8
h65214,Courtyard by Marriott New York Manhattan / Chelsea,Bryant Park,14
h65214,Courtyard by Marriott New York Manhattan / Chelsea,Broadway,14
h65214,Courtyard by Marriott New York Manhattan / Chelsea,Times Square,14
h12627,INNSiDE by Meliá New York Nomad,Empire State Building,10
h12627,INNSiDE by Meliá New York Nomad,Madison Square Garden,11
h12627,INNSiDE by Meliá New York Nomad,Bryant Park,16
h12627,INNSiDE by Meliá New York Nomad,Broadway,17
h12627,INNSiDE by Meliá New York Nomad,Times Square,17
h99884,"Holiday Inn New York City - Times Square, an IHG Hotel",Times Square,6
h99884,"Holiday Inn New York City - Times Square, an IHG Hotel",Madison Square Garden,6
h99884,"Holiday Inn New York City - Times Square, an IHG Hotel",Broadway,8
h99884,"Holiday Inn New York City - Times Square, an IHG Hotel",Bryant Park,9
h99884,"Holiday Inn New York City - Times Square, an IHG Hotel",Empire State Building,11
h25449,Millennium Hotel Broadway Times Square,Broadway,2
h25449,Millennium Hotel Broadway Times Square,Bryant Park,4
h25449,Millennium Hotel Broadway Times Square,Times Square,4
h25449,Millennium Hotel Broadway Times Square,Rockefeller Center,8
h25449,Millennium Hotel Broadway Times Square,Empire State Building,13
h24322,Moxy NYC Chelsea,Empire State Building,8
h24322,Moxy NYC Chelsea,Madison Square Garden,11
h24322,Moxy NYC Chelsea,Bryant Park,14
h24322,Moxy NYC Chelsea,Broadway,15
h24322,Moxy NYC Chelsea,Times Square,16
h26149,The Evelyn Hotel,Empire State Building,11
h26149,The Evelyn Hotel,Madison Square Garden,16
h26149,The Evelyn Hotel,Bryant Park,18
h26149,The Evelyn Hotel,Broadway,19
h26149,The Evelyn Hotel,Times Square,20
h44341,Dream Downtown,Chelsea Market,3
h44341,Dream Downtown,The High Line Park,4
h44341,Dream Downtown,Washington Square Park,17
h44341,Dream Downtown,Union Square Park,17
h44341,Dream Downtown,Madison Square Garden,19
h55596,The Iroquois New York,Bryant Park,4
h55596,The Iroquois New York,Broadway,5
h55596,The Iroquois New York,Rockefeller Center,7
h55596,The Iroquois New York,Times Square,7
h55596,The Iroquois New York,Empire State Building,12
h12534,"The Bernic Hotel New York City, Tapestry Collection by Hilton",Grand Central Terminal,8
h12534,"The Bernic Hotel New York City, Tapestry Collection by Hilton",Broadway,17
h12534,"The Bernic Hotel New York City, Tapestry Collection by Hilton",Times Square,19
h12534,"The Bernic Hotel New York City, Tapestry Collection by Hilton",5th Avenue,20
h12534,"The Bernic Hotel New York City, Tapestry Collection by Hilton",Empire State Building,12
h15900,Hilton Garden Inn New York/Tribeca,One World Trade Center,15
h15900,Hilton Garden Inn New York/Tribeca,Washington Square Park,16
h15900,Hilton Garden Inn New York/Tribeca,National September 11 Memorial,17
h15900,Hilton Garden Inn New York/Tribeca,Wall Street,18
h15900,Hilton Garden Inn New York/Tribeca,Brooklyn Bridge,24
h63006,Hyatt Centric Times Square New York,Broadway,4
h63006,Hyatt Centric Times Square New York,Bryant Park,5
h63006,Hyatt Centric Times Square New York,Times Square,6
h63006,Hyatt Centric Times Square New York,Rockefeller Center,7
h63006,Hyatt Centric Times Square New York,Empire State Building,14
h16397,Four Points By Sheraton Manhattan Midtown West,Madison Square Garden,9
h16397,Four Points By Sheraton Manhattan Midtown West,Empire State Building,15
h16397,Four Points By Sheraton Manhattan Midtown West,Times Square,15
h16397,Four Points By Sheraton Manhattan Midtown West,Broadway,18
h16397,Four Points By Sheraton Manhattan Midtown West,Bryant Park,19
h28222,Hyatt Centric Wall Street New York,Wall Street,1
h28222,Hyatt Centric Wall Street New York,New York Stock Exchange,5
h28222,Hyatt Centric Wall Street New York,Battery Park,10
h28222,Hyatt Centric Wall Street New York,Brooklyn Bridge,11
h28222,Hyatt Centric Wall Street New York,One World Trade Center,16
h21542,Artezen Hotel,Wall Street,5
h21542,Artezen Hotel,One World Trade Center,8
h21542,Artezen Hotel,National September 11 Memorial,9
h21542,Artezen Hotel,Battery Park,15
h21542,Artezen Hotel,Brooklyn Bridge,19
h16135,M Social Hotel Times Square New York,Times Square Church,1
h16135,M Social Hotel Times Square New York,Broadway Theatre,1
h16135,M Social Hotel Times Square New York,Broadway,10
h16135,M Social Hotel Times Square New York,Rockefeller Center,10
h16135,M Social Hotel Times Square New York,Times Square,11
h14691,DoubleTree by Hilton New York Midtown Fifth Ave,Top of the Rock,2
h14691,DoubleTree by Hilton New York Midtown Fifth Ave,Radio City Music Hall,2
h14691,DoubleTree by Hilton New York Midtown Fifth Ave,Rockefeller Center,3
h14691,DoubleTree by Hilton New York Midtown Fifth Ave,Broadway,13
h14691,DoubleTree by Hilton New York Midtown Fifth Ave,Times Square,15
h53592,W New York - Union Square,Washington Square Park,12
h53592,W New York - Union Square,5th Avenue,19
h53592,W New York - Union Square,Empire State Building,18
h53592,W New York - Union Square,Madison Square Garden,24
h53592,W New York - Union Square,Bryant Park,24
h07470,Fitzpatrick Manhattan Hotel,Trump Tower,7
h07470,Fitzpatrick Manhattan Hotel,Rockefeller Center,16
h07470,Fitzpatrick Manhattan Hotel,Grand Central Terminal,16
h07470,Fitzpatrick Manhattan Hotel,Bryant Park,12
h07470,Fitzpatrick Manhattan Hotel,5th Avenue,18
h10231,The New York EDITION,Madison Square Park,1
h10231,The New York EDITION,Flatiron Building,3
h10231,The New York EDITION,Empire State Building,13
h10231,The New York EDITION,Madison Square Garden,19
h10231,The New York EDITION,Grand Central Terminal,24
h03670,Empire Hotel,Lincoln Center,2
h03670,Empire Hotel,Juilliard School,2
h03670,Empire Hotel,Central Park,12
h03670,Empire Hotel,Trump Tower,18
h03670,Empire Hotel,Manhattan Cruise Terminal,18
h19783,SoHo 54 Hotel,Washington Square Park,12
h19783,SoHo 54 Hotel,One World Trade Center,19
h19783,SoHo 54 Hotel,National September 11 Memorial,18
h19783,SoHo 54 Hotel,Wall Street,24
h19783,SoHo 54 Hotel,Brooklyn Bridge,24
h70890,"The Cloud One New York-Downtown, by the Motel One Group",Wall Street,3
h70890,"The Cloud One New York-Downtown, by the Motel One Group",National September 11 Memorial,5
h70890,"The Cloud One New York-Downtown, by the Motel One Group",One World Trade Center,7
h70890,"The Cloud One New York-Downtown, by the Motel One Group",Battery Park,12
h70890,"The Cloud One New York-Downtown, by the Motel One Group",Brooklyn Bridge,20
h98755,Gansevoort Meatpacking,Whitney Museum of American Art,3
h98755,Gansevoort Meatpacking,Chelsea Market,4
h98755,Gansevoort Meatpacking,The High Line Park,7
h98755,Gansevoort Meatpacking,Little Island,7
h98755,Gansevoort Meatpacking,Washington Square Park,15
h13486,Citadines Connect Fifth Avenue New York,Rockefeller Center,5
h13486,Citadines Connect Fifth Avenue New York,Bryant Park,6
h13486,Citadines Connect Fifth Avenue New York,Broadway,8
h13486,Citadines Connect Fifth Avenue New York,Times Square,10
h13486,Citadines Connect Fifth Avenue New York,Empire State Building,14
h60517,Hyatt Place New York/Chelsea,Empire State Building,13
h60517,Hyatt Place New York/Chelsea,Madison Square Garden,13
h60517,Hyatt Place New York/Chelsea,5th Avenue,15
h60517,Hyatt Place New York/Chelsea,Bryant Park,20
h60517,Hyatt Place New York/Chelsea,Washington Square Park,18
h05550,The Benjamin Royal Sonesta New York,Grand Central Terminal,10
h05550,The Benjamin Royal Sonesta New York,Broadway,19
h05550,The Benjamin Royal Sonesta New York,Times Square,18
h05550,The Benjamin Royal Sonesta New York,5th Avenue,18
h05550,The Benjamin Royal Sonesta New York,Empire State Building,18
h88977,The Westin New York at Times Square,Times Square,3
h88977,The Westin New York at Times Square,Broadway,4
h88977,The Westin New York at Times Square,Bryant Park,7
h88977,The Westin New York at Times Square,Rockefeller Center,13
h88977,The Westin New York at Times Square,Empire State Building,14
h38590,DoubleTree by Hilton New York Downtown,Wall Street,5
h38590,DoubleTree by Hilton New York Downtown,Battery Park,7
h38590,DoubleTree by Hilton New York Downtown,National September 11 Memorial,14
h38590,DoubleTree by Hilton New York Downtown,Brooklyn Bridge,16
h38590,DoubleTree by Hilton New York Downtown,One World Trade Center,16
h14873,"Hotel 50 Bowery, part of JdV by Hyatt",New York University,18
h14873,"Hotel 50 Bowery, part of JdV by Hyatt",Federal Reserve Bank of New York,19
h14873,"Hotel 50 Bowery, part of JdV by Hyatt",Wall Street,20
h14873,"Hotel 50 Bowery, part of JdV by Hyatt",Brooklyn Bridge,18
h14873,"Hotel 50 Bowery, part of JdV by Hyatt",One World Trade Center,24
h66871,Pestana CR7 Times Square,Times Square,7
h66871,Pestana CR7 Times Square,Madison Square Garden,8
h66871,Pestana CR7 Times Square,Broadway,10
h66871,Pestana CR7 Times Square,Bryant Park,11
h66871,Pestana CR7 Times Square,Empire State Building,14
h36062,NoMo SoHo,Washington Square Park,17
h36062,NoMo SoHo,Brooklyn Bridge,18
h36062,NoMo SoHo,Wall Street,24
h36062,NoMo SoHo,National September 11 Memorial,24
h36062,NoMo SoHo,One World Trade Center,24
h00087,Sheraton New York Times Square Hotel,Museum of Modern Art,6
h00087,Sheraton New York Times Square Hotel,Rockefeller Center,9
h00087,Sheraton New York Times Square Hotel,Broadway,10
h00087,Sheraton New York Times Square Hotel,Times Square,11
h00087,Sheraton New York Times Square Hotel,5th Avenue,18
h24363,Merrion Row Hotel and Public House,Bryant Park,4
h24363,Merrion Row Hotel and Public House,Broadway,5
h24363,Merrion Row Hotel and Public House,Rockefeller Center,6
h24363,Merrion Row Hotel and Public House,Times Square,6
h24363,Merrion Row Hotel and Public House,Empire State Building,13
h41876,Sanctuary Hotel New York,Rockefeller Center,4
h41876,Sanctuary Hotel New York,Broadway,6
h41876,Sanctuary Hotel New York,Times Square,8
h41876,Sanctuary Hotel New York,"""St. Patricks Cathedral""",8
h41876,Sanctuary Hotel New York,Empire State Building,15
h12082,Hotel 57,Trump Tower,7
h12082,Hotel 57,Rockefeller Center,16
h12082,Hotel 57,Grand Central Terminal,17
h12082,Hotel 57,Bryant Park,12
h12082,Hotel 57,5th Avenue,18
h11606,Westgate New York Grand Central,Grand Central Terminal,11
h11606,Westgate New York Grand Central,Bryant Park,13
h11606,Westgate New York Grand Central,Broadway,18
h11606,Westgate New York Grand Central,Rockefeller Center,18
h11606,Westgate New York Grand Central,Empire State Building,12
h04164,Park Central Hotel New York,Museum of Modern Art,7
h04164,Park Central Hotel New York,Rockefeller Center,12
h04164,Park Central Hotel New York,Broadway,13
h04164,Park Central Hotel New York,Times Square,14
h04164,Park Central Hotel New York,Central Park,17
h28291,The Hotel @ Fifth Avenue,Empire State Building,5
h28291,The Hotel @ Fifth Avenue,Madison Square Garden,10
h28291,The Hotel @ Fifth Avenue,Bryant Park,12
h28291,The Hotel @ Fifth Avenue,Broadway,13
h28291,The Hotel @ Fifth Avenue,Times Square,14
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Wall Street,1
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Battery Park,10
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",Brooklyn Bridge,12
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",National September 11 Memorial,13
h71756,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",One World Trade Center,15
h12932,Courtyard by Marriott New York Manhattan/Times Square,Bryant Park,3
h12932,Courtyard by Marriott New York Manhattan/Times Square,Broadway,4
h12932,Courtyard by Marriott New York Manhattan/Times Square,Times Square,5
h12932,Courtyard by Marriott New York Manhattan/Times Square,Empire State Building,8
h12932,Courtyard by Marriott New York Manhattan/Times Square,Madison Square Garden,12
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Empire State Building,6
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Bryant Park,7
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Broadway,9
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Times Square,10
h58621,SpringHill Suites by Marriott New York Midtown Manhattan,Grand Central Terminal,11
h42452,Hotel 48LEX New York,Grand Central Terminal,8
h42452,Hotel 48LEX New York,Broadway,17
h42452,Hotel 48LEX New York,Times Square,19
h42452,Hotel 48LEX New York,5th Avenue,20
h42452,Hotel 48LEX New York,Empire State Building,12
h18752,Iberostar 70 Park Avenue,Grand Central Terminal,4
h18752,Iberostar 70 Park Avenue,Bryant Park,10
h18752,Iberostar 70 Park Avenue,Empire State Building,10
h18752,Iberostar 70 Park Avenue,Broadway,14
h18752,Iberostar 70 Park Avenue,Times Square,15
h64348,Residence Inn New York Manhattan/Central Park,Museum of Modern Art,7
h64348,Residence Inn New York Manhattan/Central Park,Broadway,12
h64348,Residence Inn New York Manhattan/Central Park,Rockefeller Center,12
h64348,Residence Inn New York Manhattan/Central Park,Times Square,13
h64348,Residence Inn New York Manhattan/Central Park,Central Park,17
h10389,Mint House at 70 Pine,Wall Street,2
h10389,Mint House at 70 Pine,Battery Park,11
h10389,Mint House at 70 Pine,National September 11 Memorial,11
h10389,Mint House at 70 Pine,One World Trade Center,13
h10389,Mint House at 70 Pine,Brooklyn Bridge,13
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Times Square,7
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Madison Square Garden,8
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Broadway,10
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Bryant Park,11
h20398,"Holiday Inn Express New York City Times Square, an IHG Hotel",Empire State Building,14
h33606,Sheraton Brooklyn New York Hotel,Wall Street,36
h33606,Sheraton Brooklyn New York Hotel,Brooklyn Bridge,42
h33606,Sheraton Brooklyn New York Hotel,National September 11 Memorial,48
h33606,Sheraton Brooklyn New York Hotel,One World Trade Center,48
h33606,Sheraton Brooklyn New York Hotel,Battery Park,48
h24408,Aliz Hotel Times Square,Times Square,5
h24408,Aliz Hotel Times Square,Broadway,8
h24408,Aliz Hotel Times Square,Madison Square Garden,8
h24408,Aliz Hotel Times Square,Bryant Park,9
h24408,Aliz Hotel Times Square,Empire State Building,13
h50456,Wyndham Garden Chinatown,Manhattan Bridge,1
h50456,Wyndham Garden Chinatown,Museum of Chinese in Americas,5
h50456,Wyndham Garden Chinatown,Bowery Ballroom,5
h50456,Wyndham Garden Chinatown,Brooklyn Bridge,18
h50456,Wyndham Garden Chinatown,Washington Square Park,60
h10419,The Belvedere Hotel,Times Square,9
h10419,The Belvedere Hotel,Broadway,9
h10419,The Belvedere Hotel,Rockefeller Center,10
h10419,The Belvedere Hotel,Museum of Modern Art,14
h10419,The Belvedere Hotel,Empire State Building,20
h22514,AC Hotel by Marriott New York Downtown,Wall Street,3
h22514,AC Hotel by Marriott New York Downtown,Battery Park,13
h22514,AC Hotel by Marriott New York Downtown,Brooklyn Bridge,13
h22514,AC Hotel by Marriott New York Downtown,National September 11 Memorial,14
h22514,AC Hotel by Marriott New York Downtown,One World Trade Center,15
h90863,Hampton Inn Manhattan-Chelsea,Empire State Building,12
h90863,Hampton Inn Manhattan-Chelsea,Madison Square Garden,14
h90863,Hampton Inn Manhattan-Chelsea,Bryant Park,18
h90863,Hampton Inn Manhattan-Chelsea,Washington Square Park,19
h90863,Hampton Inn Manhattan-Chelsea,Grand Central Terminal,24
h27714,Walker Hotel Tribeca,One World Trade Center,17
h27714,Walker Hotel Tribeca,Washington Square Park,19
h27714,Walker Hotel Tribeca,National September 11 Memorial,20
h27714,Walker Hotel Tribeca,Brooklyn Bridge,18
h27714,Walker Hotel Tribeca,Wall Street,24
h72750,The Lex NYC,5th Avenue,16
h72750,The Lex NYC,Empire State Building,17
h72750,The Lex NYC,Washington Square Park,18
h72750,The Lex NYC,Bryant Park,24
h72750,The Lex NYC,Madison Square Garden,24
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Bryant Park,3
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Broadway,5
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Rockefeller Center,7
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Times Square,7
h25764,"The Algonquin Hotel Times Square, Autograph Collection",Empire State Building,12
h30601,Sofitel New York,Bryant Park,4
h30601,Sofitel New York,Broadway,6
h30601,Sofitel New York,New York Public Library,7
h30601,Sofitel New York,Times Square,8
h30601,Sofitel New York,Empire State Building,13
h55466,The Bryant Park Hotel,Bryant Park,4
h55466,The Bryant Park Hotel,Broadway,6
h55466,The Bryant Park Hotel,Times Square,8
h55466,The Bryant Park Hotel,Grand Central Terminal,8
h55466,The Bryant Park Hotel,Empire State Building,8
h23846,DoubleTree by Hilton New York City - Chelsea,Empire State Building,7
h23846,DoubleTree by Hilton New York City - Chelsea,Madison Square Garden,9
h23846,DoubleTree by Hilton New York City - Chelsea,Bryant Park,14
h23846,DoubleTree by Hilton New York City - Chelsea,Broadway,15
h23846,DoubleTree by Hilton New York City - Chelsea,Times Square,16
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",New York Times Building,4
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Theatre Row,4
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Times Square,7
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Broadway,9
h17739,"Distrikt Hotel New York City, Tapestry Collection by Hilton",Empire State Building,14
h14769,HGU New York,Madison Square Park,7
h14769,HGU New York,Empire State Building,7
h14769,HGU New York,"""Macys""",9
h14769,HGU New York,Broadway,17
h14769,HGU New York,Times Square,18
h80785,City Club Hotel,Bryant Park,3
h80785,City Club Hotel,Broadway,5
h80785,City Club Hotel,Rockefeller Center,7
h80785,City Club Hotel,Times Square,7
h80785,City Club Hotel,Empire State Building,12
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Madison Square Garden,2
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,"""Macys""",6
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Empire State Building,10
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Times Square,12
h55703,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Broadway,15
h68429,Radio City Apartments,Radio City Music Hall,4
h68429,Radio City Apartments,Rockefeller Center,5
h68429,Radio City Apartments,Broadway,7
h68429,Radio City Apartments,Times Square,9
h68429,Radio City Apartments,Empire State Building,17
h14786,LUMA Hotel Times Square,Bryant Park,2
h14786,LUMA Hotel Times Square,Broadway,3
h14786,LUMA Hotel Times Square,Times Square,4
h14786,LUMA Hotel Times Square,New York Public Library,5
h14786,LUMA Hotel Times Square,Empire State Building,9
h19950,Made Hotel,Empire State Building,7
h19950,Made Hotel,Madison Square Garden,11
h19950,Made Hotel,Bryant Park,13
h19950,Made Hotel,Broadway,15
h19950,Made Hotel,Times Square,16
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Grand Central Terminal,9
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Broadway,18
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Times Square,20
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,5th Avenue,18
h23382,Residence Inn by Marriott New York Manhattan/Midtown East,Empire State Building,18
h31800,Renaissance New York Chelsea Hotel,Empire State Building,11
